seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
435,1707497551.0,GPS1_Frame,42.33823896,-71.08650732333334,23.23,328114.95244727447,4689439.995572801,19,T,0.8,"$GNGGA,165231.00,4220.2943376,N,07105.1904394,W,5,18,0.8,23.230,M,-28.725,M,1.0,0061*53",0
436,1707497552.0,GPS1_Frame,42.33823899,-71.08650732833334,23.226,328114.95211710123,4689439.99891418,19,T,0.8,"$GNGGA,165232.00,4220.2943394,N,07105.1904397,W,5,18,0.8,23.226,M,-28.725,M,1.0,0061*58",0
437,1707497553.0,GPS1_Frame,42.33823900833333,-71.08650733166667,23.223,328114.9518924459,4689440.0009566955,19,T,0.8,"$GNGGA,165233.00,4220.2943405,N,07105.1904399,W,5,18,0.8,23.223,M,-28.725,M,2.0,0061*5E",0
438,1707497554.0,GPS1_Frame,42.338239013333336,-71.08650738,23.219,328114.94792423607,4689440.001609612,19,T,0.8,"$GNGGA,165234.00,4220.2943408,N,07105.1904428,W,5,18,0.8,23.219,M,-28.725,M,1.0,0061*53",0
439,1707497555.0,GPS1_Frame,42.33823903166667,-71.08650742166667,23.215,328114.94454157434,4689440.003729617,19,T,0.8,"$GNGGA,165235.00,4220.2943419,N,07105.1904453,W,5,18,0.8,23.215,M,-28.725,M,1.0,0061*52",0
440,1707497556.0,GPS1_Frame,42.338239083333335,-71.08650749166667,23.21,328114.9389155593,4689440.009608311,19,T,0.8,"$GNGGA,165236.00,4220.2943450,N,07105.1904495,W,5,18,0.8,23.210,M,-28.725,M,1.0,0061*53",0
441,1707497557.0,GPS1_Frame,42.33823912166667,-71.086507555,23.207,328114.93380243145,4689440.013992961,19,T,0.8,"$GNGGA,165237.00,4220.2943473,N,07105.1904533,W,5,18,0.8,23.207,M,-28.725,M,1.0,0061*58",0
442,1707497558.0,GPS1_Frame,42.338239145,-71.08650761666667,23.209,328114.9287857371,4689440.016708608,19,T,0.8,"$GNGGA,165238.00,4220.2943487,N,07105.1904570,W,5,18,0.8,23.209,M,-28.725,M,1.0,0061*55",0
443,1707497559.0,GPS1_Frame,42.33823915166667,-71.08650766166667,23.211,328114.9250966767,4689440.017539857,19,T,0.8,"$GNGGA,165239.00,4220.2943491,N,07105.1904597,W,5,18,0.8,23.211,M,-28.725,M,1.0,0061*53",0
444,1707497560.0,GPS1_Frame,42.338239195,-71.08650771666667,23.211,328114.92068369745,4689440.022462873,19,T,0.8,"$GNGGA,165240.00,4220.2943517,N,07105.1904630,W,5,18,0.8,23.211,M,-28.725,M,2.0,0061*5F",0
445,1707497561.0,GPS1_Frame,42.33823917833333,-71.08650774833333,23.212,328114.91802949796,4689440.020676182,19,T,0.8,"$GNGGA,165241.00,4220.2943507,N,07105.1904649,W,5,18,0.8,23.212,M,-28.725,M,1.0,0061*51",0
446,1707497562.0,GPS1_Frame,42.33823920166667,-71.08650777,23.212,328114.9163081162,4689440.023310969,19,T,0.8,"$GNGGA,165242.00,4220.2943521,N,07105.1904662,W,5,18,0.8,23.212,M,-28.725,M,1.0,0061*5F",0
447,1707497563.0,GPS1_Frame,42.33823923333333,-71.08650777166666,23.209,328114.9162570946,4689440.026830678,19,T,0.8,"$GNGGA,165243.00,4220.2943540,N,07105.1904663,W,5,18,0.8,23.209,M,-28.725,M,2.0,0061*51",0
448,1707497564.0,GPS1_Frame,42.338239205,-71.08650773,23.206,328114.9196125091,4689440.02360025,19,T,0.8,"$GNGGA,165244.00,4220.2943523,N,07105.1904638,W,5,18,0.8,23.206,M,-28.725,M,1.0,0061*51",0
449,1707497565.0,GPS1_Frame,42.338239181666665,-71.086507705,23.199,328114.92160850135,4689440.020958724,19,T,0.8,"$GNGGA,165245.00,4220.2943509,N,07105.1904623,W,5,18,0.8,23.199,M,-28.725,M,2.0,0061*54",0
450,1707497566.0,GPS1_Frame,42.338239146666666,-71.08650767,23.196,328114.9243965323,4689440.017001491,19,T,0.8,"$GNGGA,165246.00,4220.2943488,N,07105.1904602,W,5,18,0.8,23.196,M,-28.725,M,1.0,0061*50",0
451,1707497567.0,GPS1_Frame,42.33823914,-71.08650765833333,23.192,328114.9253395009,4689440.016237623,19,T,0.8,"$GNGGA,165247.00,4220.2943484,N,07105.1904595,W,5,18,0.8,23.192,M,-28.725,M,1.0,0061*54",0
452,1707497568.0,GPS1_Frame,42.33823913,-71.08650763833333,23.184,328114.926959908,4689440.015086769,19,T,0.8,"$GNGGA,165248.00,4220.2943478,N,07105.1904583,W,5,18,0.8,23.184,M,-28.725,M,2.0,0061*5B",0
453,1707497569.0,GPS1_Frame,42.33823907666667,-71.08650758833333,23.18,328114.93093372765,4689440.009063436,19,T,0.8,"$GNGGA,165249.00,4220.2943446,N,07105.1904553,W,5,18,0.8,23.180,M,-28.725,M,1.0,0061*5D",0
454,1707497570.0,GPS1_Frame,42.33823903166667,-71.08650758,23.176,328114.93149763637,4689440.004049684,19,T,0.8,"$GNGGA,165250.00,4220.2943419,N,07105.1904548,W,5,18,0.8,23.176,M,-28.725,M,2.0,0061*5F",0
455,1707497571.0,GPS1_Frame,42.33823901666667,-71.08650758166667,23.177,328114.9313194615,4689440.002387417,19,T,0.8,"$GNGGA,165251.00,4220.2943410,N,07105.1904549,W,5,18,0.8,23.177,M,-28.725,M,1.0,0061*54",0
456,1707497572.0,GPS1_Frame,42.33823897,-71.086507575,23.181,328114.93174152914,4689439.997191963,19,T,0.8,"$GNGGA,165252.00,4220.2943382,N,07105.1904545,W,5,18,0.8,23.181,M,-28.725,M,1.0,0061*5E",0
457,1707497573.0,GPS1_Frame,42.338238903333334,-71.08650749166667,23.183,328114.938425111,4689439.989620682,19,T,0.8,"$GNGGA,165253.00,4220.2943342,N,07105.1904495,W,5,18,0.8,23.183,M,-28.725,M,2.0,0061*5E",0
458,1707497574.0,GPS1_Frame,42.33823883833333,-71.08650743333334,23.186,328114.94305366324,4689439.982285007,19,T,0.8,"$GNGGA,165254.00,4220.2943303,N,07105.1904460,W,5,18,0.8,23.186,M,-28.725,M,1.0,0061*50",0
459,1707497575.0,GPS1_Frame,42.338238823333334,-71.08650741833333,23.187,328114.9442485342,4689439.98058905,19,T,0.8,"$GNGGA,165255.00,4220.2943294,N,07105.1904451,W,5,18,0.8,23.187,M,-28.725,M,1.0,0061*5D",0
460,1707497576.0,GPS1_Frame,42.3382388,-71.08650741,23.186,328114.9448714827,4689439.977981215,19,T,0.8,"$GNGGA,165256.00,4220.2943280,N,07105.1904446,W,5,17,0.8,23.186,M,-28.725,M,1.0,0061*53",0
461,1707497577.0,GPS1_Frame,42.33823878333333,-71.08650743333334,23.185,328114.942903804,4689439.976177676,19,T,0.8,"$GNGGA,165257.00,4220.2943270,N,07105.1904460,W,5,18,0.8,23.185,M,-28.725,M,1.0,0061*55",0
462,1707497578.0,GPS1_Frame,42.33823878,-71.08650748166667,23.184,328114.93891288806,4689439.975905239,19,T,0.8,"$GNGGA,165258.00,4220.2943268,N,07105.1904489,W,5,18,0.8,23.184,M,-28.725,M,2.0,0061*56",0
463,1707497579.0,GPS1_Frame,42.33823876833333,-71.08650751666667,23.187,328114.9359977038,4689439.974680497,19,T,0.8,"$GNGGA,165259.00,4220.2943261,N,07105.1904510,W,5,18,0.8,23.187,M,-28.725,M,1.0,0061*5F",0
464,1707497580.0,GPS1_Frame,42.33823877166667,-71.08650755833334,23.188,328114.93257417146,4689439.975134866,19,T,0.8,"$GNGGA,165300.00,4220.2943263,N,07105.1904535,W,5,18,0.8,23.188,M,-28.725,M,2.0,0061*5B",0
465,1707497581.0,GPS1_Frame,42.338238778333334,-71.08650758166667,23.189,328114.9306700716,4689439.975922317,19,T,0.8,"$GNGGA,165301.00,4220.2943267,N,07105.1904549,W,5,18,0.8,23.189,M,-28.725,M,1.0,0061*57",0
466,1707497582.0,GPS1_Frame,42.33823879166667,-71.08650762166667,23.189,328114.92741109256,4689439.977483741,19,T,0.8,"$GNGGA,165302.00,4220.2943275,N,07105.1904573,W,5,18,0.8,23.189,M,-28.725,M,1.0,0061*5E",0
