seq,stamp,elapsed_time,yaw,pitch,roll,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1437,1710361918.8533564,33.72653245925903,-5.362,15.141,-22.949,-0.3389,-0.0892,0.2472,-0.615,1.21,-8.268,-0.074569,0.009043,-0.442696
1438,1710361918.8783631,33.75153923034668,-5.862,14.886,-23.172,-0.338,-0.0892,0.2506,-0.897,2.431,-8.863,-0.033844,-0.029816,-0.296215
1439,1710361918.9033902,33.77656626701355,-6.082,14.718,-23.216,-0.3381,-0.0942,0.2441,-0.321,1.307,-9.09,0.01904,-0.064036,-0.140235
1440,1710361918.92848,33.801656007766724,-6.284,14.467,-23.255,-0.338,-0.0892,0.2539,0.271,0.715,-9.452,0.006692,-0.12837,-0.241903
1441,1710361918.9533336,33.82650971412659,-6.597,14.139,-23.331,-0.3362,-0.0922,0.2518,0.278,1.475,-9.837,-0.014383,-0.113161,-0.293949
1442,1710361918.9811177,33.85429382324219,-6.881,13.871,-23.433,-0.3363,-0.0972,0.2541,0.032,2.214,-9.333,-0.031346,-0.091865,-0.201823
1443,1710361919.003501,33.8766770362854,-6.947,13.726,-23.455,-0.3344,-0.0942,0.252,0.535,1.902,-9.446,0.022318,-0.052076,-0.012069
1444,1710361919.047071,33.920247077941895,-6.941,13.709,-23.405,-0.3344,-0.0942,0.252,1.265,0.802,-9.313,0.024704,0.008409,-0.019292
1445,1710361919.0585477,33.931723833084106,-7.079,13.665,-23.456,-0.3353,-0.0942,0.2508,1.429,0.391,-8.877,-0.049405,-0.000548,-0.162078
1446,1710361919.0782223,33.95139837265015,-7.384,13.465,-23.686,-0.3335,-0.0972,0.2521,0.791,1.275,-8.876,-0.134406,-0.058075,-0.273019
1447,1710361919.1031792,33.97635531425476,-7.663,13.271,-23.906,-0.3316,-0.0943,0.25,0.283,1.85,-9.191,-0.098015,-0.031309,-0.185348
1448,1710361919.1286314,34.00180745124817,-7.791,13.178,-24.005,-0.3335,-0.0992,0.251,0.325,1.445,-9.11,-0.021391,-0.017139,-0.062677
1449,1710361919.153138,34.02631402015686,-7.834,13.093,-24.018,-0.3345,-0.0982,0.2542,0.631,1.208,-9.183,0.001465,-0.06074,-0.043533
1450,1710361919.1781638,34.051339864730835,-7.815,12.999,-23.982,-0.3353,-0.0942,0.2541,1.024,0.951,-9.44,0.029578,-0.062174,-0.002949
1451,1710361919.2031085,34.076284646987915,-7.807,12.882,-23.95,-0.3335,-0.0992,0.251,1.498,0.214,-9.282,0.003174,-0.102994,-0.077129
1452,1710361919.22834,34.101516008377075,-7.933,12.659,-24.0,-0.3316,-0.0933,0.2522,1.586,0.627,-9.804,-0.030085,-0.116586,-0.188817
1453,1710361919.2530906,34.12626671791077,-8.15,12.401,-24.117,-0.3307,-0.0924,0.2522,1.332,1.349,-10.387,-0.066688,-0.089982,-0.206236
1454,1710361919.2780952,34.1512713432312,-8.352,12.21,-24.268,-0.3316,-0.0973,0.2434,1.097,1.424,-10.264,-0.083756,-0.052146,-0.16251
1455,1710361919.3030791,34.176255226135254,-8.547,12.065,-24.41,-0.3289,-0.0974,0.2524,0.886,1.569,-10.216,-0.060637,-0.035771,-0.162768
1456,1710361919.3280506,34.20122671127319,-8.701,11.945,-24.495,-0.3314,-0.0834,0.2487,0.684,2.031,-10.239,-0.030948,-0.029769,-0.09928
1457,1710361919.3530383,34.22621440887451,-8.721,11.839,-24.572,-0.3288,-0.0904,0.2501,0.969,1.865,-9.825,-0.067383,-0.078423,-0.018547
1458,1710361919.3783479,34.25152397155762,-8.702,11.699,-24.64,-0.3279,-0.0964,0.2535,1.554,1.191,-10.253,-0.052578,-0.115426,-0.060746
1459,1710361919.4030032,34.27617931365967,-8.775,11.46,-24.712,-0.3271,-0.1014,0.2525,1.31,1.956,-11.016,-0.03029,-0.12192,-0.125812
1460,1710361919.4280171,34.30119323730469,-8.847,11.246,-24.771,-0.3271,-0.1004,0.2536,0.465,2.378,-11.097,-0.036527,-0.120091,-0.091799
1461,1710361919.4529774,34.32615351676941,-8.827,11.077,-24.817,-0.3271,-0.1014,0.2536,0.147,2.655,-11.624,-0.02508,-0.0858,0.007236
1462,1710361919.4779744,34.35115051269531,-8.718,11.084,-24.782,-0.3261,-0.0984,0.2427,0.207,2.048,-11.134,0.019724,0.00297,0.09514
1463,1710361919.5047565,34.37793254852295,-8.617,11.137,-24.726,-0.3251,-0.0955,0.246,0.063,1.663,-10.69,0.012206,-0.005409,0.048748
1464,1710361919.5279472,34.40112328529358,-8.559,11.168,-24.709,-0.3269,-0.0855,0.2524,-0.185,2.39,-10.493,-0.002573,0.029933,0.065498
1465,1710361919.5528991,34.42607522010803,-8.433,11.318,-24.688,-0.3288,-0.0904,0.2523,-0.257,2.511,-9.746,-0.010184,0.076842,0.15592
1466,1710361919.5787623,34.45193839073181,-8.211,11.571,-24.653,-0.3279,-0.0934,0.2524,-0.236,2.318,-9.271,-8.1e-05,0.124591,0.245266
