seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
109,1707843788.0,GPS1_Frame,42.33847574833333,-71.08617061166666,21.997,328143.3367591571,4689465.608513801,19,T,1.0,"$GNGGA,170308.00,4220.3085449,N,07105.1702367,W,5,14,1.0,21.997,M,-28.725,M,1.0,0061*50",5
110,1707843789.0,GPS1_Frame,42.338483221666664,-71.08616204166667,21.887,328144.06313610636,4689466.421049319,19,T,1.0,"$GNGGA,170309.00,4220.3089933,N,07105.1697225,W,5,14,1.0,21.887,M,-28.725,M,2.0,0061*54",5
111,1707843790.0,GPS1_Frame,42.33849078833333,-71.08615238,21.729,328144.8797013018,4689467.241742462,19,T,1.0,"$GNGGA,170310.00,4220.3094473,N,07105.1691428,W,5,15,1.0,21.729,M,-28.725,M,1.0,0061*5D",5
112,1707843791.0,GPS1_Frame,42.33849882,-71.08614312833333,21.668,328145.6637562985,4689468.114899064,19,T,1.0,"$GNGGA,170311.00,4220.3099292,N,07105.1685877,W,5,15,1.0,21.668,M,-28.725,M,2.0,0061*5C",5
113,1707843792.0,GPS1_Frame,42.338506306666666,-71.08613414,21.695,328146.42463235836,4689468.928069876,19,T,1.1,"$GNGGA,170312.00,4220.3103784,N,07105.1680484,W,5,14,1.1,21.695,M,-28.724,M,1.0,0061*5A",5
114,1707843793.0,GPS1_Frame,42.338513893333335,-71.086126185,21.699,328147.1006521939,4689469.754433483,19,T,1.0,"$GNGGA,170313.00,4220.3108336,N,07105.1675711,W,5,15,1.0,21.699,M,-28.724,M,1.0,0061*54",5
115,1707843794.0,GPS1_Frame,42.33852162833333,-71.08611758333333,21.677,328147.83034990996,4689470.59596146,19,T,1.0,"$GNGGA,170314.00,4220.3112977,N,07105.1670550,W,5,15,1.0,21.677,M,-28.724,M,2.0,0061*56",5
116,1707843795.0,GPS1_Frame,42.33852840833333,-71.086109395,21.73,328148.5233944553,4689471.332279415,19,T,1.0,"$GNGGA,170315.00,4220.3117045,N,07105.1665637,W,5,15,1.0,21.730,M,-28.724,M,1.0,0061*5D",5
117,1707843796.0,GPS1_Frame,42.338535906666664,-71.086101335,21.751,328149.20782333496,4689472.148622256,19,T,1.0,"$GNGGA,170316.00,4220.3121544,N,07105.1660801,W,5,14,1.0,21.751,M,-28.724,M,2.0,0061*54",5
118,1707843797.0,GPS1_Frame,42.33854335666667,-71.08609254666666,21.692,328149.9521222054,4689472.958126095,19,T,1.0,"$GNGGA,170317.00,4220.3126014,N,07105.1655528,W,5,14,1.0,21.692,M,-28.724,M,1.0,0061*5F",5
119,1707843798.0,GPS1_Frame,42.33855106,-71.08608385666666,21.722,328150.6890101008,4689473.795959482,19,T,1.0,"$GNGGA,170318.00,4220.3130636,N,07105.1650314,W,5,15,1.0,21.722,M,-28.724,M,1.0,0061*56",5
120,1707843799.0,GPS1_Frame,42.33855844333333,-71.08607543,21.735,328151.4033320759,4689474.598791592,19,T,1.0,"$GNGGA,170319.00,4220.3135066,N,07105.1645258,W,5,15,1.0,21.735,M,-28.724,M,2.0,0061*59",5
121,1707843800.0,GPS1_Frame,42.338565593333335,-71.08606685,21.73,328152.1296502125,4689475.375403988,19,T,1.0,"$GNGGA,170320.00,4220.3139356,N,07105.1640110,W,5,16,1.0,21.730,M,-28.724,M,1.0,0061*50",5
122,1707843801.0,GPS1_Frame,42.33857226666667,-71.08605860833333,21.774,328152.8267969965,4689476.099770039,19,T,1.0,"$GNGGA,170321.00,4220.3143360,N,07105.1635165,W,5,14,1.0,21.774,M,-28.724,M,2.0,0061*58",5
123,1707843802.0,GPS1_Frame,42.33857857833333,-71.08605161666667,21.866,328153.4199805289,4689476.786502121,19,T,1.1,"$GNGGA,170322.00,4220.3147147,N,07105.1630970,W,5,14,1.1,21.866,M,-28.724,M,1.0,0061*5F",5
124,1707843803.0,GPS1_Frame,42.33858364666666,-71.08604630166667,21.928,328153.8716492882,4689477.338560145,19,T,1.1,"$GNGGA,170323.00,4220.3150188,N,07105.1627781,W,5,14,1.1,21.928,M,-28.724,M,1.0,0061*56",5
125,1707843804.0,GPS1_Frame,42.33858507,-71.08604302666667,21.767,328154.1453286647,4689477.4899916025,19,T,0.9,"$GNGGA,170324.00,4220.3151042,N,07105.1625816,W,5,14,0.9,21.767,M,-28.724,M,2.0,0061*5B",5
